日期,收盘,开盘,,,,
2025/11/7,670.97,667.91,,,,
2025/11/6,670.31,676.47,,,,
2025/11/5,677.58,674.98,,,,
2025/11/4,675.24,676.11,,,,
2025/11/3,683.34,685.67,,,,
2025/10/31,682.06,685.04,,,,
2025/10/30,679.83,683.9,,,,
2025/10/29,687.39,688.72,,,,
2025/10/28,687.06,687.05,,,,
2025/10/27,685.24,682.73,,,,
2025/10/24,677.25,676.46,,,,
2025/10/23,671.76,668.12,,,,
2025/10/22,667.8,672,,,,
2025/10/21,671.29,671.44,,,,
2025/10/20,671.3,667.32,,,,
2025/10/17,664.39,659.5,,,,
2025/10/16,660.64,666.82,,,,
2025/10/15,665.17,666.82,,,,
2025/10/14,662.23,657.17,,,,
2025/10/13,663.04,660.65,,,,
2025/10/10,653.02,672.13,,,,
2025/10/9,671.16,673.53,,,,
2025/10/8,673.11,670.25,,,,
2025/10/7,669.12,672.54,,,,
2025/10/6,671.61,671.62,,,,
2025/10/3,669.21,669.99,,,,
2025/10/2,669.22,670.45,,,,
2025/10/1,668.45,663.17,,,,
2025/9/30,666.18,662.93,,,,
2025/9/29,663.68,664.36,,,,
2025/9/26,661.82,659.51,,,,
2025/9/25,658.05,657.94,,,,
2025/9/24,661.1,664.51,,,,
2025/9/23,663.21,666.72,,,,
2025/9/22,666.84,662.2,,,,
2025/9/19,663.7,662.33,,,,
2025/9/18,662.26,661.89,,,,
2025/9/17,659.18,660.01,,,,
2025/9/16,660,661.47,,,,
2025/9/15,660.91,659.64,,,,
2025/9/12,657.41,657.6,,,,
2025/9/11,657.63,654.18,,,,
2025/9/10,652.21,653.62,,,,
2025/9/9,650.33,648.97,,,,
2025/9/8,648.83,648.62,,,,
2025/9/5,647.24,651.48,,,,
2025/9/4,649.12,644.42,,,,
2025/9/3,643.74,642.67,,,,
2025/9/2,640.27,637.5,,,,
2025/8/29,645.05,647.47,,,,
2025/8/28,648.92,647.24,,,,
2025/8/27,646.63,644.57,,,,
2025/8/26,645.16,642.2,,,,
2025/8/25,642.47,644.04,,,,
2025/8/22,645.31,637.76,,,,
2025/8/21,635.55,636.28,,,,
2025/8/20,638.11,639.4,,,,
2025/8/19,639.81,643.12,,,,
2025/8/18,643.3,642.86,,,,
2025/8/15,643.44,645.99,,,,
2025/8/14,644.95,642.79,,,,
2025/8/13,644.89,644.91,,,,
2025/8/12,642.69,638.29,,,,
2025/8/11,635.92,637.46,,,,
2025/8/8,637.18,634.06,,,,
2025/8/7,632.25,636.24,,,,
2025/8/6,632.78,629.05,,,,
2025/8/5,627.97,631.79,,,,
2025/8/4,631.17,625.67,,,,
2025/8/1,621.72,626.3,,,,
2025/7/31,632.08,639.46,,,,
2025/7/30,634.46,635.92,,,,
2025/7/29,635.26,638.35,,,,
2025/7/28,636.94,637.48,,,,
2025/7/25,637.1,635.09,,,,
2025/7/24,634.42,634.6,,,,
2025/7/23,634.21,631.55,,,,
2025/7/22,628.86,629.1,,,,
2025/7/21,628.77,628.77,,,,
2025/7/18,627.58,629.3,,,,
2025/7/17,628.04,624.4,,,,
2025/7/16,624.22,623.74,,,,
2025/7/15,622.14,627.52,,,,
2025/7/14,624.81,623.16,,,,
2025/7/11,623.62,622.74,,,,
2025/7/10,625.82,624.2,,,,
2025/7/9,624.06,622.77,,,,
2025/7/8,620.34,621.35,,,,
2025/7/7,620.68,623.36,,,,
2025/7/3,625.34,622.45,,,,
2025/7/2,620.45,617.24,,,,
2025/7/1,617.65,616.36,,,,
2025/6/30,617.85,617.38,,,,
2025/6/27,614.91,612.88,,,,
2025/6/26,611.87,608.99,,,,
2025/6/25,607.12,607.91,,,,
2025/6/24,606.78,604.33,,,,
2025/6/23,600.15,595.04,,,,
2025/6/20,594.28,598.38,,,,
2025/6/18,597.44,598.44,,,,
2025/6/17,597.53,600.21,,,,
2025/6/16,602.68,600.4,,,,
2025/6/13,597,598.5,,,,
2025/6/12,603.75,600.01,,,,
2025/6/11,601.36,604.19,,,,
2025/6/10,603.08,600.22,,,,
2025/6/9,599.68,599.72,,,,
2025/6/6,599.14,598.66,,,,
2025/6/5,593.05,597.63,,,,
2025/6/4,595.93,596.96,,,,
2025/6/3,596.09,592.34,,,,
2025/6/2,592.71,587.76,,,,
2025/5/30,589.39,588.93,,,,
2025/5/29,590.05,593.06,,,,
2025/5/28,587.73,591.56,,,,
2025/5/27,591.15,586.07,,,,
2025/5/23,579.11,575.98,,,,
2025/5/22,583.09,582.66,,,,
2025/5/21,582.86,588.44,,,,
2025/5/20,592.85,593.09,,,,
2025/5/19,594.85,588.1,,,,
2025/5/16,594.2,591.25,,,,
2025/5/15,590.46,585.56,,,,
2025/5/14,587.59,587.81,,,,
2025/5/13,586.84,583.41,,,,
2025/5/12,582.99,581.47,,,,
2025/5/9,564.34,566.48,,,,
2025/5/8,565.06,565.24,,,,
2025/5/7,561.15,560.15,,,,
2025/5/6,558.8,557.93,,,,
2025/5/5,563.51,562.57,,,,
2025/5/2,566.76,564.73,,,,
2025/5/1,558.47,560.37,,,,
2025/4/30,554.54,547.57,,,,
2025/4/29,554.32,548.91,,,,
2025/4/28,550.85,551.39,,,,
2025/4/25,550.64,546.65,,,,
2025/4/24,546.69,536.72,,,,
2025/4/23,535.42,540.43,,,,
2025/4/22,527.25,520.14,,,,
2025/4/21,513.88,521.16,,,,
2025/4/17,526.41,527.64,,,,
2025/4/16,525.66,531.68,,,,
2025/4/15,537.61,539.67,,,,
2025/4/14,539.12,544.05,,,,
2025/4/11,533.94,523.01,,,,
2025/4/10,524.58,532.17,,,,
2025/4/9,548.62,493.44,,,,
2025/4/8,496.48,521.86,,,,
2025/4/7,504.38,489.19,,,,
2025/4/4,505.28,523.67,,,,
2025/4/3,536.7,545.11,,,,
2025/4/2,564.52,555.05,,,,
2025/4/1,560.97,557.45,,,,
2025/3/31,559.39,549.83,,,,
2025/3/28,555.66,565.53,,,,
2025/3/27,567.08,567.18,,,,
2025/3/26,568.59,575.19,,,,
2025/3/25,575.46,575.3,,,,
2025/3/24,574.08,570.8,,,,
2025/3/21,563.98,559.28,,,,
2025/3/20,565.49,563.33,,,,
2025/3/19,567.13,562.83,,,,
2025/3/18,561.02,564.8,,,,
2025/3/17,567.15,562.79,,,,
2025/3/14,562.81,556.11,,,,
2025/3/13,551.42,558.49,,,,
2025/3/12,558.87,562.17,,,,
2025/3/11,555.92,559.4,,,,
2025/3/10,560.58,567.59,,,,
2025/3/7,575.92,570.9,,,,
2025/3/6,572.71,575.48,,,,
2025/3/5,583.06,576.69,,,,
2025/3/4,576.86,579.71,,,,
2025/3/3,583.77,596.18,,,,
2025/2/28,594.18,585.56,,,,
2025/2/27,585.05,596.85,,,,
2025/2/26,594.54,595.93,,,,
2025/2/25,594.24,597.15,,,,
2025/2/24,597.21,602.02,,,,
2025/2/21,599.94,610.16,,,,
2025/2/20,610.38,611.54,,,,
2025/2/19,612.93,610.08,,,,
2025/2/18,611.49,610.88,,,,
2025/2/14,609.7,609.94,,,,
2025/2/13,609.73,604.48,,,,
2025/2/12,603.36,599.2,,,,
2025/2/11,605.31,602.55,,,,
2025/2/10,604.85,604.03,,,,
2025/2/7,600.77,606.89,,,,
2025/2/6,606.32,605.99,,,,
2025/2/5,604.22,600.64,,,,
2025/2/4,601.78,597.83,,,,
2025/2/3,597.77,592.67,,,,
2025/1/31,601.82,607.5,,,,
2025/1/30,605.04,603.96,,,,
2025/1/29,601.81,603.72,,,,
2025/1/28,604.52,600.62,,,,
2025/1/27,599.37,594.81,,,,
2025/1/24,607.97,609.81,,,,
2025/1/23,609.75,605.8,,,,
2025/1/22,606.44,605.92,,,,
2025/1/21,603.05,600.67,,,,
2025/1/17,597.58,596.96,,,,
2025/1/16,591.64,594.17,,,,
2025/1/15,592.78,590.33,,,,
2025/1/14,582.19,584.36,,,,
2025/1/13,581.39,575.77,,,,
2025/1/10,580.49,585.88,,,,
2025/1/8,589.49,588.7,,,,
2025/1/7,588.63,597.42,,,,
2025/1/6,595.36,596.27,,,,
2025/1/3,591.95,587.53,,,,
2025/1/2,584.64,589.39,,,,
2024/12/31,586.08,589.91,,,,
2024/12/30,588.22,587.89,,,,
2024/12/27,595.01,597.54,,,,
2024/12/26,601.34,599.5,,,,
2024/12/24,601.3,596.06,,,,
2024/12/23,594.69,590.89,,,,
2024/12/20,591.15,581.77,,,,
2024/12/19,586.1,591.36,,,,
2024/12/18,586.28,603.98,,,,
2024/12/17,604.29,604.19,,,,
2024/12/16,606.79,606,,,,
2024/12/13,604.21,606.4,,,,
2024/12/12,604.33,606.58,,,,
2024/12/11,607.46,605.78,,,,
2024/12/10,602.8,605.37,,,,
2024/12/9,604.68,607.69,,,,
2024/12/6,607.81,607.44,,,,
2024/12/5,606.66,607.66,,,,
2024/12/4,607.66,605.63,,,,
2024/12/3,603.91,603.39,,,,
2024/12/2,603.63,602.97,,,,
2024/11/29,602.55,599.66,,,,
2024/11/27,598.83,600.46,,,,
2024/11/26,600.65,598.8,,,,
2024/11/25,597.53,599.52,,,,
2024/11/22,595.51,593.66,,,,
2024/11/21,593.67,593.4,,,,
2024/11/20,590.5,590.38,,,,
2024/11/19,590.3,584.71,,,,
2024/11/18,588.15,586.22,,,,
2024/11/15,585.75,589.72,,,,
2024/11/14,593.35,597.32,,,,
2024/11/13,597.19,597.37,,,,
2024/11/12,596.9,598.68,,,,
2024/11/11,598.76,599.81,,,,
2024/11/8,598.19,596.17,,,,
2024/11/7,595.61,593.08,,,,
2024/11/6,591.04,589.2,,,,
2024/11/5,576.7,570.74,,,,
2024/11/4,569.81,571.18,,,,
2024/11/1,571.04,571.32,,,,
2024/10/31,568.64,575.56,,,,
2024/10/30,580.01,581.29,,,,
2024/10/29,581.77,579.85,,,,
2024/10/28,580.83,582.58,,,,
2024/10/25,579.04,581.51,,,,
2024/10/24,579.24,579.98,,,,
2024/10/23,577.99,581.26,,,,
2024/10/22,583.32,581.05,,,,
2024/10/21,583.63,583.85,,,,
2024/10/18,584.59,584.07,,,,
2024/10/17,582.35,585.91,,,,
2024/10/16,582.3,579.78,,,,
2024/10/15,579.78,584.59,,,,
2024/10/14,584.32,581.22,,,,
2024/10/11,579.58,576.05,,,,
2024/10/10,576.13,575.77,,,,
2024/10/9,577.14,573.16,,,,
2024/10/8,573.17,570.42,,,,
2024/10/7,567.8,571.3,,,,
2024/10/4,572.98,572.35,,,,
2024/10/3,567.82,567.36,,,,
2024/10/2,568.86,567.71,,,,
2024/10/1,568.62,573.4,,,,
2024/9/30,573.76,570.42,,,,
2024/9/27,571.47,573.39,,,,
2024/9/26,572.3,574.38,,,,
2024/9/25,570.04,571.14,,,,
2024/9/24,571.3,570.48,,,,
2024/9/23,569.67,569.34,,,,
2024/9/20,568.25,567.84,,,,
2024/9/19,570.98,571.01,,,,
2024/9/18,561.4,563.74,,,,
2024/9/17,563.07,565.1,,,,
2024/9/16,562.84,561.74,,,,
2024/9/13,562.01,559.71,,,,
2024/9/12,559.09,555.01,,,,
2024/9/11,554.42,548.7,,,,
2024/9/10,548.79,548.36,,,,
2024/9/9,546.41,544.65,,,,
2024/9/6,540.36,549.94,,,,
2024/9/5,549.61,550.89,,,,
2024/9/4,550.95,550.2,,,,
2024/9/3,552.08,560.47,,,,
2024/8/30,563.68,560.77,,,,
2024/8/29,558.35,560.31,,,,
2024/8/28,558.3,561.21,,,,
2024/8/27,561.56,559.49,,,,
2024/8/26,560.79,563.18,,,,
2024/8/23,562.13,559.53,,,,
2024/8/22,556.22,562.56,,,,
2024/8/21,560.62,559.77,,,,
2024/8/20,558.7,559.15,,,,
2024/8/19,559.61,554.73,,,,
2024/8/16,554.31,551.42,,,,
2024/8/15,553.07,549.5,,,,
2024/8/14,543.75,542.85,,,,
2024/8/13,542.04,536.53,,,,
2024/8/12,533.27,534.21,,,,
2024/8/9,532.99,529.81,,,,
2024/8/8,530.65,523.91,,,,
2024/8/7,518.66,528.47,,,,
2024/8/6,522.15,519.22,,,,
2024/8/5,517.38,511.64,,,,
2024/8/2,532.9,535.75,,,,
2024/8/1,543.01,552.57,,,,
2024/7/31,550.81,548.98,,,,
2024/7/30,542,546.26,,,,
2024/7/29,544.76,546.02,,,,
2024/7/26,544.44,542.28,,,,
2024/7/25,538.41,541.35,,,,
2024/7/24,541.23,548.86,,,,
2024/7/23,553.78,554.54,,,,
2024/7/22,554.65,553,,,,
2024/7/19,548.99,552.42,,,,
2024/7/18,552.66,558.51,,,,
2024/7/17,556.94,558.8,,,,
2024/7/16,564.86,562.86,,,,
2024/7/15,561.53,562.03,,,,
2024/7/12,559.99,557.63,,,,
2024/7/11,556.48,561.44,,,,
2024/7/10,561.32,557.07,,,,
2024/7/9,555.82,556.26,,,,
2024/7/8,555.28,555.44,,,,
2024/7/5,554.64,551.77,,,,
2024/7/3,551.46,548.69,,,,
2024/7/2,549.01,543.7,,,,
2024/7/1,545.34,545.63,,,,
2024/6/28,544.22,547.16,,,,
2024/6/27,546.37,545.37,,,,
2024/6/26,545.51,543.69,,,,
2024/6/25,544.83,543.99,,,,
2024/6/24,542.74,544.33,,,,
2024/6/21,544.51,544.4,,,,
2024/6/20,547,549.44,,,,
2024/6/18,548.49,547.16,,,,
2024/6/17,547.1,542.08,,,,
2024/6/14,542.78,540.88,,,,
2024/6/13,542.45,543.15,,,,
2024/6/12,541.36,541.63,,,,
2024/6/11,536.95,534.07,,,,
2024/6/10,535.66,533.18,,,,
2024/6/7,534.01,533.66,,,,
2024/6/6,534.66,534.98,,,,
2024/6/5,534.67,530.77,,,,
2024/6/4,528.39,526.46,,,,
2024/6/3,527.8,529.02,,,,
2024/5/31,527.37,523.59,,,,
2024/5/30,522.61,524.52,,,,
2024/5/29,526.1,525.68,,,,
2024/5/28,529.81,530.27,,,,
2024/5/24,529.44,527.85,,,,
2024/5/23,525.96,532.96,,,,
2024/5/22,529.83,530.65,,,,
2024/5/21,531.36,529.28,,,,
2024/5/20,530.06,529.57,,,,
2024/5/17,529.45,528.81,,,,
2024/5/16,528.69,529.88,,,,
2024/5/15,529.78,525.83,,,,
2024/5/14,523.3,521.11,,,,
2024/5/13,520.91,522.56,,,,
2024/5/10,520.84,521.81,,,,
2024/5/9,520.17,517.38,,,,
2024/5/8,517.19,515.26,,,,
2024/5/7,517.14,517.56,,,,
2024/5/6,516.57,513.75,,,,
2024/5/3,511.29,511.16,,,,
2024/5/2,505.03,504.15,,,,
2024/5/1,500.35,501.38,,,,
2024/4/30,501.98,508.56,,,,
2024/4/29,510.06,510.09,,,,
2024/4/26,508.26,506.35,,,,
2024/4/25,503.49,499.18,,,,
2024/4/24,505.41,506.56,,,,
2024/4/23,505.65,501.78,,,,
2024/4/22,499.72,497.83,,,,
2024/4/19,495.16,499.44,,,,
2024/4/18,499.52,501.98,,,,
2024/4/17,500.55,506.05,,,,
2024/4/16,503.53,504.94,,,,
2024/4/15,504.45,515.13,,,,
2024/4/12,510.85,514.37,,,,
2024/4/11,518,515.68,,,,
2024/4/10,514.12,513.48,,,,
2024/4/9,519.32,520.5,,,,
2024/4/8,518.72,519.15,,,,
2024/4/5,518.43,514.46,,,,
2024/4/4,513.07,523.52,,,,
2024/4/3,519.41,517.72,,,,
2024/4/2,518.84,518.24,,,,
2024/4/1,522.16,523.83,,,,
2024/3/28,523.07,523.21,,,,
2024/3/27,523.17,521.71,,,,
2024/3/26,518.81,521.23,,,,
2024/3/25,519.77,519.8,,,,
2024/3/22,521.21,522.11,,,,
2024/3/21,522.2,523.39,,,,
2024/3/20,520.48,515.77,,,,
2024/3/19,515.71,512.15,,,,
2024/3/18,512.86,514,,,,
2024/3/15,509.83,510.21,,,,
2024/3/14,514.95,516.97,,,,
2024/3/13,515.97,517.11,,,,
2024/3/12,516.78,513.45,,,,
2024/3/11,511.28,510.48,,,,
2024/3/8,511.72,515.46,,,,
2024/3/7,514.81,513.14,,,,
2024/3/6,509.75,510.55,,,,
2024/3/5,507.18,510.24,,,,
2024/3/4,512.3,512.03,,,,
2024/3/1,512.85,508.98,,,,
2024/2/29,508.08,508.07,,,,
2024/2/28,506.26,505.33,,,,
2024/2/27,506.93,506.7,,,,
2024/2/26,505.99,508.3,,,,
2024/2/23,507.85,509.27,,,,
2024/2/22,507.5,504.01,,,,
2024/2/21,497.21,495.42,,,,
2024/2/20,496.76,497.72,,,,
2024/2/16,499.51,501.7,,,,
2024/2/15,502.01,499.29,,,,
2024/2/14,498.57,496.79,,,,
2024/2/13,494.08,494.53,,,,
2024/2/12,500.98,501.17,,,,
2024/2/9,501.2,498.84,,,,
2024/2/8,498.32,498.1,,,,
2024/2/7,498.1,496.29,,,,
2024/2/6,493.98,493.52,,,,
2024/2/5,492.55,493.7,,,,
2024/2/2,494.35,489.65,,,,
2024/2/1,489.2,484.63,,,,
2024/1/31,482.88,488.62,,,,
2024/1/30,490.89,490.56,,,,
2024/1/29,491.27,487.73,,,,
2024/1/26,487.41,487.59,,,,
2024/1/25,488.03,487.58,,,,
2024/1/24,485.39,487.81,,,,
2024/1/23,484.86,484.01,,,,
2024/1/22,483.45,484.01,,,,
2024/1/19,482.43,477.65,,,,
2024/1/18,476.49,474.01,,,,
2024/1/17,472.29,471.82,,,,
2024/1/16,474.93,475.26,,,,
2024/1/12,476.68,477.84,,,,
2024/1/11,476.35,477.59,,,,
2024/1/10,476.56,474.16,,,,
2024/1/9,473.88,471.87,,,,
2024/1/8,474.6,468.43,,,,
2024/1/5,467.92,467.49,,,,
2024/1/4,467.28,468.3,,,,
2024/1/3,468.79,470.43,,,,
2024/1/2,472.65,472.16,,,,
2023/12/29,475.31,476.49,,,,
2023/12/28,476.69,476.88,,,,
2023/12/27,476.51,475.44,,,,
2023/12/26,475.65,474.07,,,,
2023/12/22,473.65,473.86,,,,
2023/12/21,472.7,471.33,,,,
2023/12/20,468.26,473.96,,,,
2023/12/19,474.84,472.53,,,,
2023/12/18,471.97,470.98,,,,
2023/12/15,469.33,469.49,,,,
2023/12/14,472.01,472.5,,,,
2023/12/13,470.5,464.49,,,,
2023/12/12,464.1,461.63,,,,
2023/12/11,461.99,459.69,,,,
2023/12/8,460.2,457.46,,,,
2023/12/7,458.23,456.91,,,,
2023/12/6,454.76,458.81,,,,
2023/12/5,456.6,455.26,,,,
2023/12/4,456.69,455.6,,,,
2023/12/1,459.1,455.77,,,,
2023/11/30,456.4,455.48,,,,
2023/11/29,454.61,457.15,,,,
2023/11/28,454.93,454.08,,,,
2023/11/27,454.48,454.65,,,,
2023/11/24,455.3,455.07,,,,
2023/11/22,455.02,454.98,,,,
2023/11/21,453.27,453.18,,,,
2023/11/20,454.26,450.53,,,,
2023/11/17,450.79,450.24,,,,
2023/11/16,450.23,449.22,,,,
2023/11/15,449.68,450.11,,,,
2023/11/14,448.73,446.32,,,,
2023/11/13,440.19,439.23,,,,
2023/11/10,440.61,435.98,,,,
2023/11/9,433.84,438.43,,,,
2023/11/8,437.25,437.55,,,,
2023/11/7,436.93,435.69,,,,
2023/11/6,435.69,435.47,,,,
2023/11/3,434.69,433.14,,,,
2023/11/2,430.76,426.58,,,,
2023/11/1,422.66,419.2,,,,
2023/10/31,418.2,416.18,,,,
2023/10/30,415.59,413.56,,,,
2023/10/27,410.68,414.19,,,,
2023/10/26,412.55,416.45,,,,
2023/10/25,417.55,421.89,,,,
2023/10/24,423.63,422.65,,,,
2023/10/23,420.46,419.61,,,,
2023/10/20,421.19,425.98,,,,
2023/10/19,426.43,430.95,,,,
2023/10/18,430.21,434.19,,,,
2023/10/17,436.02,432.81,,,,
2023/10/16,436.04,433.82,,,,
2023/10/13,431.5,435.21,,,,
2023/10/12,433.66,436.95,,,,
2023/10/11,436.32,435.64,,,,
2023/10/10,434.54,432.94,,,,
2023/10/9,432.29,427.58,,,,
2023/10/6,429.54,421.97,,,,
2023/10/5,424.5,424.36,,,,
2023/10/4,424.66,422.07,,,,
2023/10/3,421.59,425.06,,,,
2023/10/2,427.31,426.62,,,,
2023/9/29,427.48,431.67,,,,
2023/9/28,428.52,425.48,,,,
2023/9/27,426.05,427.09,,,,
2023/9/26,425.88,429.09,,,,
2023/9/25,432.23,429.17,,,,
2023/9/22,430.42,432.45,,,,
2023/9/21,431.39,435.7,,,,
2023/9/20,438.64,444.01,,,,
2023/9/19,442.71,442.68,,,,
2023/9/18,443.63,443.05,,,,
2023/9/15,443.37,447.14,,,,
2023/9/14,450.36,449.07,,,,
2023/9/13,446.51,446.22,,,,
2023/9/12,445.99,446.95,,,,
2023/9/11,448.45,448.24,,,,
2023/9/8,445.52,444.9,,,,
2023/9/7,444.85,443.11,,,,
2023/9/6,446.22,448.4,,,,
2023/9/5,449.24,450.73,,,,
2023/9/1,451.19,453.17,,,,
2023/8/31,450.35,451.65,,,,
2023/8/30,451.01,449.51,,,,
2023/8/29,449.16,442.65,,,,
2023/8/28,442.76,442.24,,,,
2023/8/25,439.97,438.68,,,,
2023/8/24,436.89,444.69,,,,
2023/8/23,443.03,439.25,,,,
2023/8/22,438.15,441.18,,,,
2023/8/21,439.34,437.55,,,,
2023/8/18,436.5,433.37,,,,
2023/8/17,436.29,441.16,,,,
2023/8/16,439.64,442.46,,,,
2023/8/15,442.89,446.27,,,,
2023/8/14,448.11,444.7,,,,
2023/8/11,445.65,443.97,,,,
2023/8/10,445.91,448.19,,,,
2023/8/9,445.75,449.03,,,,
2023/8/8,448.75,448.08,,,,
2023/8/7,450.71,448.71,,,,
2023/8/4,446.81,450.72,,,,
2023/8/3,448.84,448.04,,,,
2023/8/2,450.13,453.25,,,,
2023/8/1,456.48,456.27,,,,
2023/7/31,457.79,457.41,,,,
2023/7/28,456.92,455.88,,,,
2023/7/27,452.49,459.02,,,,
2023/7/26,455.51,454.47,,,,
2023/7/25,455.44,453.92,,,,
2023/7/24,454.2,453.37,,,,
2023/7/21,452.18,453.96,,,,
2023/7/20,452.18,454.17,,,,
2023/7/19,455.2,455.01,,,,
2023/7/18,454.19,450.5,,,,
2023/7/17,450.84,449.13,,,,
2023/7/14,449.28,450.48,,,,
2023/7/13,449.56,447.9,,,,
2023/7/12,446.02,446.39,,,,
2023/7/11,442.46,440.45,,,,
2023/7/10,439.66,438.18,,,,
2023/7/7,438.55,438.63,,,,
2023/7/6,439.66,439.42,,,,
2023/7/5,443.13,441.91,,,,
2023/7/3,443.79,442.92,,,,
2023/6/30,443.28,441.44,,,,
2023/6/29,438.11,435.96,,,,
2023/6/28,436.39,435.05,,,,
2023/6/27,436.17,432.35,,,,
2023/6/26,431.44,432.62,,,,
2023/6/23,433.21,432.93,,,,
2023/6/22,436.51,433.95,,,,
2023/6/21,434.94,436.16,,,,
2023/6/20,437.18,437.45,,,,
2023/6/16,439.46,443.02,,,,
2023/6/15,442.6,436.33,,,,
2023/6/14,437.18,437.01,,,,
2023/6/13,436.66,435.32,,,,
2023/6/12,433.8,430.92,,,,
2023/6/9,429.9,429.96,,,,
2023/6/8,429.13,426.62,,,,
2023/6/7,426.55,428.44,,,,
2023/6/6,428.03,426.67,,,,
2023/6/5,427.1,428.28,,,,
2023/6/2,427.92,424.5,,,,
2023/6/1,421.82,418.09,,,,
2023/5/31,417.85,418.28,,,,
2023/5/30,420.18,422.03,,,,
2023/5/26,420.02,415.33,,,,
2023/5/25,414.65,414.74,,,,
2023/5/24,411.09,412.42,,,,
2023/5/23,414.09,417.08,,,,
2023/5/22,418.79,418.64,,,,
2023/5/19,418.62,420.17,,,,
2023/5/18,419.23,414.9,,,,
2023/5/17,415.23,412.35,,,,
2023/5/16,410.25,411.86,,,,
2023/5/15,413.01,412.22,,,,
2023/5/12,411.59,413.42,,,,
2023/5/11,412.13,411.95,,,,
2023/5/10,412.85,413.88,,,,
2023/5/9,410.93,411.13,,,,
2023/5/8,412.74,412.97,,,,
2023/5/5,412.63,408.91,,,,
2023/5/4,405.13,406.93,,,,
2023/5/3,408.02,411.36,,,,
2023/5/2,410.84,414.77,,,,
2023/5/1,415.51,415.47,,,,
2023/4/28,415.93,411.49,,,,
2023/4/27,412.41,407,,,,
2023/4/26,404.36,406.72,,,,
2023/4/25,406.08,410.58,,,,
2023/4/24,412.63,411.99,,,,
2023/4/21,412.2,412.19,,,,
2023/4/20,411.88,411.21,,,,
2023/4/19,414.14,412.22,,,,
2023/4/18,414.21,415.58,,,,
2023/4/17,413.94,412.37,,,,
2023/4/14,412.46,412.81,,,,
2023/4/13,413.47,409.18,,,,
2023/4/12,408.05,411.87,,,,
2023/4/11,409.72,410.26,,,,
2023/4/10,409.61,406.61,,,,
2023/4/6,409.19,406.77,,,,
2023/4/5,407.6,407.91,,,,
2023/4/4,408.67,411.62,,,,
2023/4/3,410.95,408.85,,,,
2023/3/31,409.39,404.66,,,,
2023/3/30,403.7,404.09,,,,
2023/3/29,401.35,399.92,,,,
2023/3/28,395.6,395.77,,,,
2023/3/27,396.49,398.12,,,,
2023/3/24,395.75,391.84,,,,
2023/3/23,393.17,395.09,,,,
2023/3/22,392.11,398.73,,,,
2023/3/21,398.91,397.24,,,,
2023/3/20,393.74,390.8,,,,
2023/3/17,389.99,393.22,,,,
2023/3/16,396.11,386.82,,,,
2023/3/15,389.28,385.89,,,,
2023/3/14,391.73,390.5,,,,
2023/3/13,385.36,381.81,,,,
2023/3/10,385.91,390.99,,,,
2023/3/9,391.56,399.74,,,,
2023/3/8,398.92,398.39,,,,
2023/3/7,398.27,404.42,,,,
2023/3/6,404.47,405.05,,,,
2023/3/3,404.19,399.71,,,,
2023/3/2,397.81,392.68,,,,
2023/3/1,394.74,395.41,,,,
2023/2/28,396.26,397.23,,,,
2023/2/27,397.73,399.87,,,,
2023/2/24,396.38,395.42,,,,
2023/2/23,400.66,401.56,,,,
2023/2/22,398.54,399.52,,,,
2023/2/21,399.09,403.06,,,,
2023/2/17,407.26,406.06,,,,
2023/2/16,408.28,408.79,,,,
2023/2/15,413.98,410.35,,,,
2023/2/14,412.64,411.24,,,,
2023/2/13,412.83,408.72,,,,
2023/2/10,408.04,405.86,,,,
2023/2/9,407.09,414.41,,,,
2023/2/8,410.65,413.13,,,,
2023/2/7,415.19,408.87,,,,
2023/2/6,409.83,409.79,,,,
2023/2/3,412.35,411.59,,,,
2023/2/2,416.78,414.86,,,,
2023/2/1,410.8,405.21,,,,
2023/1/31,406.48,401.13,,,,
2023/1/30,400.59,402.8,,,,
2023/1/27,405.68,403.65,,,,
2023/1/26,404.75,403.13,,,,
2023/1/25,400.35,395.95,,,,
2023/1/24,400.2,398.88,,,,
2023/1/23,400.63,396.72,,,,
2023/1/20,395.88,390.1,,,,
2023/1/19,388.64,389.36,,,,
2023/1/18,391.49,399.01,,,,
2023/1/17,397.77,398.48,,,,
2023/1/13,398.5,393.62,,,,
2023/1/12,396.96,396.67,,,,
2023/1/11,395.52,392.23,,,,
2023/1/10,390.58,387.25,,,,
2023/1/9,387.86,390.37,,,,
2023/1/6,388.08,382.61,,,,
2023/1/5,379.38,381.72,,,,
2023/1/4,383.76,383.18,,,,
2023/1/3,380.82,384.37,,,,
2022/12/30,382.43,380.64,,,,
2022/12/29,383.44,379.63,,,,
2022/12/28,376.66,381.33,,,,
2022/12/27,381.4,382.79,,,,
2022/12/23,382.91,379.65,,,,
2022/12/22,380.72,383.05,,,,
2022/12/21,386.23,383.25,,,,
2022/12/20,380.54,379.23,,,,
2022/12/19,380.02,383.47,,,,
2022/12/16,383.27,385.18,,,,
2022/12/15,389.63,394.3,,,,
2022/12/14,399.4,401.61,,,,
2022/12/13,401.97,410.22,,,,
2022/12/12,398.95,394.11,,,,
2022/12/9,393.28,394.94,,,,
2022/12/8,396.24,395.14,,,,
2022/12/7,393.16,392.94,,,,
2022/12/6,393.83,399.42,,,,
2022/12/5,399.59,403.95,,,,
2022/12/2,406.91,402.25,,,,
2022/12/1,407.38,408.77,,,,
